Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,DataConnection_Type,DataConnection_Info,Layer,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,SecondCell_NODE,SecondCell_CELLID,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,CSI_SNR,NetworkTypeNum,CA,SecondCell_PSC,SecondCell_ARFCN,SecondCell_BAND,Site_BEARING,BATTERY,CHARGING,FOREGROUND,AVGSPEED,Update_newF,Update_oldF,NTech1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NTech2,NCell2,NARFCN2,NRxLev2,NQual2,NTech3,NCell3,NARFCN3,NRxLev3,NQual3,NTech4,NCell4,NARFCN4,NRxLev4,NQual4,NTech5,NCell5,NARFCN5,NRxLev5,NQual5,NTech6,NCell6,NARFCN6,NRxLev6,NQual6,NTech7,NCell7,NARFCN7,NRxLev7,NQual7,NTech8,NCell8,NARFCN8,NRxLev8,NQual8,NTech9,NCell9,NARFCN9,NRxLev9,NQual9,NTech10,NCell10,NARFCN10,NRxLev10,NQual10,NTech11,NCell11,NARFCN11,NRxLev11,NQual11,NTech12,NCell12,NARFCN12,NRxLev12,NQual12,NTech13,NCell13,NARFCN13,NRxLev13,NQual13,NTech14,NCell14,NARFCN14,NRxLev14,NQual14,NTech15,NCell15,NARFCN15,NRxLev15,NQual15,NTech16,NCell16,NRxLev16,NQual16,NTech17,NCell17,NRxLev17,NQual17
2024.10.29_07.31.45,17.861728,59.254215,85,Telia,24001,240010000000014,102397,14,0,5G,5G NSA,-108,-10.0,0.0,,,634080,0,131744,408,44,44,3,G,D,M,13,1,-1,1000,100.101.226.137,6.0,PERIODIC,,13,E,18FFD,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102397.0,14.0,-75.0,-5.0,2.0,0.0,20,True,168.0,1471.0,L3,1000,91,False,False,0,0,62,4G,102397-14,40.0,168.0,1471.0,-75.0,-5.0,4G,408.0,,-88.0,-10.0,4G,205.0,,-96.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.41.45,17.669446,59.201788,27,Telia,24001,240010000000011,105310,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,50069,1005,61,61,2,G,D,M,20,1,-1,1000,100.101.226.137,8.0,,,79,B,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/15/10/10/100,105310.0,11.0,-79.0,-7.0,2.0,0.0,20,True,492.0,1300.0,L3,1000,91,True,False,0,0,91,4G,105310-11,108.0,492.0,1300.0,-79.0,-7.0,4G,249.0,6300.0,-85.0,-10.0,4G,,154570.0,-122.0,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.39.37,17.691453,59.20656,92,Telia,24001,240010000000021,111694,21,0,5G,5G NSA,-106,-20.0,0.0,,,154570,0,31605,697,67,67,3,G,D,M,20,1,-1,1000,100.101.226.137,19.0,PERIODIC,,15,15,1B44E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,111694.0,21.0,-105.0,-8.0,1.0,0.0,20,True,439.0,1300.0,L3,1000,91,True,False,0,0,8,4G,111694-21,40.0,439.0,1300.0,-105.0,-8.0,4G,,154570.0,-119.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.23.53,17.924542,59.281834,90,Telia,24001,240010004000020,102339,20,40,5G,5G NSA,-91,-10.0,24.0,7.0,,3150,0,41233,207,62,62,3,G,D,M,13,1,-1,1000,100.101.226.137,12.0,,,29,14,18FC3,28,26198804,32.0,610,Google:Pixel 7:AP2A.240905.003,L7,20,102339.0,20.0,-87.0,-7.0,2.0,0.0,13,False,207.0,3150.0,L7,1000,100,True,False,0,0,31,4G,102339-20,40.0,207.0,3150.0,-87.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.07.21,17.635955,59.127113,113,Telia,24001,240010010800014,225677,14,108,4G,LTE,-114,-5.0,0.0,13.0,-63.0,1471,2,16658,369,52,52,5,G,D,M,13,1,-1,1000,100.101.226.137,40.0,,,17,E,3718D,6C,57773326,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/10/10,,,,,,0.0,13,True,,,,1000,99,True,True,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.44.19,17.658995,59.194326,47,Telia,24001,240010010800011,101964,11,108,4G,LTE,-94,-8.0,0.0,11.0,-69.0,1300,0,25601,320,59,59,2,G,D,M,13,1,-1,1000,100.101.226.137,4.0,,,5,B,18E4C,6C,26102795,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15/20,,,,,,0.0,13,True,,,,1000,92,True,False,0,0,244,4G,,,83.0,1300.0,-98.0,-11.0,4G,83.0,1471.0,-98.0,-10.0,4G,83.0,3150.0,-114.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.39.54,17.684108,59.20587,82,Telia,24001,240010000000021,111694,21,0,5G,5G NSA,-106,-20.0,0.0,,,154570,0,51768,697,68,68,3,G,D,M,20,1,-1,1000,100.101.226.137,23.0,,,32,15,1B44E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,111694.0,21.0,-105.0,-9.0,1.0,0.0,20,True,439.0,1300.0,L3,1000,91,True,False,0,0,5,4G,111694-21,40.0,439.0,1300.0,-105.0,-9.0,4G,204.0,1300.0,-111.0,-15.0,4G,204.0,1471.0,-111.0,-14.0,4G,440.0,6300.0,-102.0,-12.0,4G,,154570.0,-107.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.30.46,17.88367,59.255686,80,Telia,24001,240010004000014,103441,14,40,4G,LTE,-93,-7.0,0.0,11.0,-69.0,1471,0,56039,43,49,49,3,G,D,M,13,1,-1,1000,100.101.226.137,6.0,,,5,E,19411,28,26480910,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,91,False,False,0,0,3,4G,,,481.0,1471.0,-100.0,-15.0,4G,481.0,1300.0,-100.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.45.59,17.644386,59.18732,61,Telia,24001,240010000000011,103909,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,57886,21,50,50,1,G,D,M,13,1,-1,1000,100.101.226.137,3.0,PERIODIC,,3,B,195E5,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10/100,103909.0,11.0,-76.0,-10.0,1.0,0.0,20,True,29.0,1300.0,L3,1000,93,True,False,0,0,41,4G,103909-11,108.0,29.0,1300.0,-76.0,-10.0,4G,177.0,1300.0,-84.0,-16.0,4G,341.0,1300.0,-85.0,-18.0,4G,177.0,3150.0,-95.0,-11.0,4G,177.0,1471.0,-86.0,-14.0,4G,23.0,154570.0,-100.0,-15.0,4G,21.0,154570.0,-101.0,-15.0,4G,38.0,,-120.0,-14.0,4G,36.0,,-120.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.29.50,17.89601,59.264106,62,Telia,24001,240010000000014,102671,14,0,5G,5G NSA,-95,-10.0,0.0,,,634080,0,73541,204,73,73,3,G,D,M,20,1,-1,1000,100.101.226.137,10.0,,,9,E,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/20/20/10/100,102671.0,14.0,-89.0,-8.0,10.0,0.0,20,True,252.0,1471.0,L3,1000,92,False,False,0,0,6,4G,102671-14,40.0,252.0,1471.0,-89.0,-8.0,4G,141.0,1300.0,-100.0,-16.0,4G,236.0,3150.0,-103.0,-13.0,4G,204.0,,-95.0,-10.0,4G,,,-106.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.23.17,17.914852,59.27566,89,Telia,24001,240010000000020,102338,20,0,5G,5G NSA,-104,-11.0,0.0,,,634080,0,33157,730,61,61,3,G,D,M,13,1,-1,1000,100.101.226.137,9.0,PERIODIC,,2,14,18FC2,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,102338.0,20.0,-102.0,-7.0,1.0,0.0,20,True,413.0,3150.0,L7,1000,100,True,False,0,0,0,4G,102338-20,40.0,413.0,3150.0,-102.0,-7.0,4G,218.0,6300.0,-95.0,-14.0,4G,,,-102.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.36.45,17.771607,59.213516,90,Telia,24001,240010004000011,106138,11,40,4G,LTE,-85,-7.0,2.0,14.0,-71.0,1300,0,53105,138,49,49,3,G,D,M,13,1,-1,1000,100.101.226.137,21.0,PERIODIC,,44,B,19E9A,28,27171339,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15,,,,,,0.0,13,True,,,,1000,89,True,False,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.30.13,18.019366,59.300723,8,Telia,24001,240010000000010,100745,10,0,5G,5G NSA,-102,-11.0,0.0,,,634080,0,164980,45,63,63,2,G,D,M,20,1,-1,1000,100.101.226.137,2.0,PERIODIC,,13,A,18989,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20,100745.0,10.0,-81.0,-12.0,1.0,0.0,20,False,213.0,3150.0,L7,1000,100,True,False,0,0,54,4G,100745-10,5.0,213.0,3150.0,-81.0,-12.0,4G,23.0,3150.0,-87.0,2147483647.0,4G,16.0,3150.0,-87.0,2147483647.0,4G,347.0,3150.0,-87.0,2147483647.0,4G,23.0,1300.0,-75.0,-17.0,4G,23.0,1471.0,-74.0,-14.0,4G,45.0,,-78.0,-10.0,4G,46.0,,-89.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.32.59,17.838927,59.244611,74,Telia,24001,240010000000024,107408,24,0,5G,5G NSA,-108,-10.0,0.0,,,634080,0,120076,430,42,42,3,G,D,M,13,1,-1,1000,100.101.226.137,2.0,PERIODIC,,21,18,1A390,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,107408.0,24.0,-78.0,-8.0,1.0,0.0,20,True,88.0,1471.0,L3,1000,91,False,False,0,0,135,4G,107408-24,40.0,88.0,1471.0,-78.0,-8.0,4G,72.0,1471.0,-76.0,-7.0,4G,72.0,3150.0,-89.0,-9.0,4G,430.0,,-88.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.11.27,17.649539,59.189472,95,Telia,24001,240010010800024,101964,24,108,4G,LTE,-85,-6.0,0.0,6.0,-59.0,1471,0,29905,177,50,50,6,G,D,M,13,1,-1,1000,100.101.226.137,,HANDOVER_DATA_4G4G,240-01-108-103909-14-1471-29:240-01-108-101964-24-1471-177,10,18,18E4C,6C,26102808,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,100,True,True,0,0,38,4G,,,177.0,1300.0,-84.0,-8.0,4G,177.0,1471.0,-85.0,-6.0,4G,315.0,6300.0,-87.0,-9.0,4G,320.0,1471.0,-95.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.15.09,17.742886,59.211499,106,Telia,24001,240010004000014,111694,14,40,4G,LTE,-94,-10.0,1.0,6.0,-65.0,1471,0,25861,296,57,57,5,G,D,M,13,1,-1,1000,,,HANDOVER_DATA_4G4G,240-01-40-106138-24-1471-367:240-01-40-111694-14-1471-296,43,E,1B44E,28,28593678,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/5,,,,,,0.0,13,True,,,,1000,100,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.27.46,17.92607,59.282404,84,Telia,24001,240010004000014,102339,14,40,5G,5G NSA,-109,-11.0,14.0,13.0,,1471,0,82807,164,67,67,3,G,D,M,13,1,-1,1000,100.101.226.137,3.0,,,7,E,18FC3,28,26198798,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,102339.0,14.0,-74.0,-6.0,2.0,0.0,13,False,164.0,1471.0,L3,1000,93,False,False,0,0,87,4G,102339-14,40.0,164.0,1471.0,-74.0,-6.0,4G,207.0,3150.0,-96.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.38.16,17.728718,59.211034,101,Telia,24001,240010004000024,106138,24,40,4G,LTE,-106,-8.0,1.0,6.0,-81.0,1471,0,14499,367,58,58,3,G,D,M,13,1,-1,1000,100.101.226.137,17.0,,,25,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,90,True,False,0,0,3,4G,,,296.0,1300.0,-114.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.06.10,17.611157,59.112896,113,Telia,24001,240010000000014,225677,14,0,5G,5G NSA,-98,-20.0,0.0,,,154570,0,32466,663,62,62,4,G,D,M,20,1,-1,1000,100.101.226.137,7.0,,,36,E,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/10,225677.0,14.0,-104.0,-7.0,1.0,0.0,20,True,369.0,1471.0,L3,1000,98,True,False,0,0,12,4G,225677-14,108.0,369.0,1471.0,-104.0,-7.0,4G,,154570.0,-106.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.00.45,17.556037,59.027743,87,Telia,24001,240010000000021,102704,21,0,5G,5G NSA,-112,-20.0,0.0,,,154570,0,29226,601,72,72,5,G,D,M,20,1,-1,1000,100.101.226.137,18.0,,,13,15,19130,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10,102704.0,21.0,-106.0,-13.0,1.0,0.0,20,True,313.0,1300.0,L3,1000,97,True,False,0,0,11,4G,102704-21,108.0,313.0,1300.0,-106.0,-13.0,4G,279.0,1300.0,-113.0,2147483647.0,4G,360.0,1300.0,-114.0,2147483647.0,4G,435.0,1300.0,-114.0,2147483647.0,4G,279.0,1471.0,-115.0,-20.0,4G,143.0,6300.0,-106.0,2147483647.0,4G,54.0,6300.0,-106.0,2147483647.0,4G,,154570.0,-108.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.40.06,17.680615,59.204724,67,Telia,24001,240010000000021,111694,21,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,9855,697,78,78,3,G,D,M,20,1,-1,1000,100.101.226.137,23.0,PERIODIC,,44,15,1B44E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/20/15/10/10,111694.0,21.0,-112.0,-14.0,-1.0,0.0,20,True,439.0,1300.0,L3,1000,91,True,False,0,0,6,4G,111694-21,40.0,439.0,1300.0,-112.0,-14.0,4G,492.0,1300.0,-112.0,-12.0,4G,367.0,1300.0,-119.0,-12.0,4G,26.0,1300.0,-119.0,-18.0,4G,204.0,1300.0,-119.0,-20.0,4G,492.0,1471.0,-115.0,-13.0,4G,204.0,1471.0,-122.0,-18.0,4G,261.0,6300.0,-106.0,-5.0,4G,289.0,6300.0,-113.0,-12.0,4G,249.0,6300.0,-116.0,-14.0,4G,,154570.0,-118.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.28.16,18.007507,59.298158,24,Telia,24001,240010000000010,100781,10,0,5G,5G NSA,-93,-10.0,0.0,,,634080,0,83940,72,66,66,4,G,D,M,20,1,-1,1000,100.101.226.137,3.0,PERIODIC,,38,A,189AD,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,100781.0,10.0,-98.0,-9.0,-3.0,0.0,20,True,356.0,3150.0,L7,1000,100,True,False,0,0,3,4G,100781-10,40.0,356.0,3150.0,-98.0,-9.0,4G,23.0,3150.0,-95.0,-11.0,4G,16.0,3150.0,-104.0,-18.0,4G,23.0,1300.0,-90.0,-10.0,4G,16.0,1300.0,-95.0,-15.0,4G,23.0,1471.0,-92.0,-11.0,4G,25.0,6300.0,-84.0,-11.0,4G,26.0,6300.0,-87.0,-14.0,4G,46.0,,-93.0,-10.0,4G,72.0,,-93.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.37.22,17.754774,59.212315,93,Telia,24001,240010004000024,106138,24,40,4G,LTE,-90,-7.0,2.0,13.0,-57.0,1471,0,84087,367,66,66,3,G,D,M,13,1,-1,1000,100.101.226.137,2.0,,,15,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15,,,,,,0.0,13,True,,,,1000,90,True,False,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.15.29,17.7531,59.212181,101,Telia,24001,240010004000024,106138,24,40,4G,LTE,-83,-11.0,2.0,14.0,-67.0,1471,112,66207,367,62,62,6,G,D,M,13,1,-1,1000,100.101.226.137,14.0,,,17,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,100,True,False,0,0,13,4G,,,296.0,1471.0,-90.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.24.53,17.996184,59.291306,92,Telia,24001,240010000000031,100781,31,0,5G,5G NSA,-85,-13.0,0.0,,,634080,0,144273,74,60,60,3,G,D,M,20,1,-1,1000,100.101.226.137,2.0,PERIODIC,,19,1F,189AD,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100781.0,31.0,-84.0,-8.0,1.0,0.0,20,True,76.0,1300.0,L3,1000,94,False,False,0,0,169,4G,100781-31,40.0,76.0,1300.0,-84.0,-8.0,4G,74.0,,-92.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.08.56,17.64648,59.151258,109,Telia,24001,240010000000024,105329,24,0,5G,5G NSA,-127,-20.0,0.0,,,634080,0,12120,37,52,52,5,G,D,M,20,1,-1,1000,100.101.226.137,,,,1,18,19B71,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,105329.0,24.0,-110.0,-9.0,5.0,0.0,20,True,374.0,1471.0,L3,1000,99,True,True,0,0,0,4G,105329-24,108.0,374.0,1471.0,-110.0,-9.0,4G,57.0,1300.0,-118.0,-19.0,4G,119.0,6300.0,-114.0,-12.0,4G,15.0,6300.0,-120.0,-18.0,4G,37.0,,-114.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.41.38,17.67036,59.202018,24,Telia,24001,240010000000011,105310,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,49854,1005,63,63,2,G,D,M,20,1,-1,1000,100.101.226.137,13.0,PERIODIC,,72,B,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/15/10/10/100,105310.0,11.0,-80.0,-7.0,2.0,0.0,20,True,492.0,1300.0,L3,1000,91,True,False,0,0,84,4G,105310-11,108.0,492.0,1300.0,-80.0,-7.0,4G,,154570.0,-121.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.30.28,17.887957,59.258514,79,Telia,24001,240010000000024,102671,24,0,5G,5G NSA,-95,-10.0,0.0,,,634080,0,101759,205,69,69,3,G,D,M,20,1,-1,1000,100.101.226.137,2.0,,,7,18,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102671.0,24.0,-88.0,-6.0,2.0,0.0,20,True,481.0,1471.0,L3,1000,92,False,False,0,0,44,4G,102671-24,40.0,481.0,1471.0,-88.0,-6.0,4G,205.0,,-96.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.17.31,17.798858,59.230006,104,Telia,24001,240010004000024,104056,24,40,5G,5G NSA,-121,-12.0,4.0,,,1471,0,6230,451,46,46,3,G,D,M,20,1,-1,1000,100.101.226.137,,,,1,18,19678,28,26638360,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15/20/20/10/100,104056.0,24.0,-114.0,-13.0,7.0,0.0,20,True,451.0,1471.0,L3,1000,100,True,False,0,0,2,4G,104056-24,40.0,451.0,1471.0,-114.0,-13.0,4G,92.0,6300.0,-98.0,-7.0,4G,231.0,1300.0,-100.0,-9.0,4G,231.0,1471.0,-104.0,-7.0,4G,287.0,1471.0,-113.0,-15.0,4G,231.0,3150.0,-117.0,-10.0,4G,427.0,,-124.0,-13.0,4G,287.0,3150.0,-125.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.21.38,17.88931,59.259476,82,Telia,24001,240010000000020,102671,20,0,5G,5G NSA,-88,-10.0,0.0,,,634080,0,118830,205,69,69,3,G,D,M,20,1,-1,1000,100.101.226.137,6.0,,,11,14,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,102671.0,20.0,-97.0,-7.0,2.0,0.0,20,True,481.0,3150.0,L7,1000,100,True,False,0,0,0,4G,102671-20,40.0,481.0,3150.0,-97.0,-7.0,4G,205.0,,-85.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.27.29,17.932207,59.283859,74,Telia,24001,240010004000011,102339,11,40,5G,5G NSA,-109,-11.0,14.0,10.0,,1300,0,73201,164,60,60,3,G,D,M,13,1,-1,1000,100.101.226.137,7.0,,,4,B,18FC3,28,26198795,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20,102339.0,11.0,-86.0,-9.0,1.0,0.0,13,False,164.0,1300.0,L3,1000,93,False,False,0,0,70,4G,102339-11,40.0,164.0,1300.0,-86.0,-9.0,4G,455.0,1300.0,-84.0,-8.0,4G,455.0,1471.0,-88.0,-7.0,4G,287.0,1471.0,-94.0,-11.0,4G,455.0,3150.0,-95.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.34.34,17.808031,59.233819,93,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-113,-11.0,0.0,,,634080,0,34323,427,47,47,3,G,D,M,20,1,-1,1000,100.101.226.137,16.0,,,31,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,104056.0,24.0,-96.0,-9.0,2.0,0.0,20,True,451.0,1471.0,L3,1000,90,False,False,0,0,2,4G,104056-24,40.0,451.0,1471.0,-96.0,-9.0,4G,427.0,,-108.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.10.38,17.642408,59.17845,113,Telia,24001,240010000000034,102709,34,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,55280,36,52,52,4,G,D,M,20,1,-1,1000,100.101.226.137,2.0,PERIODIC,,27,22,19135,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/20/10/100,102709.0,34.0,-82.0,-9.0,-3.0,0.0,20,True,209.0,1471.0,L3,1000,100,True,True,0,0,49,4G,102709-34,108.0,209.0,1471.0,-82.0,-9.0,4G,186.0,1471.0,-87.0,-15.0,4G,418.0,1300.0,-88.0,-16.0,4G,29.0,6300.0,-87.0,-13.0,4G,36.0,,-94.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.29.48,17.896711,59.264366,57,Telia,24001,240010000000014,102671,14,0,5G,5G NSA,-95,-10.0,0.0,,,634080,0,72612,204,73,73,3,G,D,M,20,1,-1,1000,100.101.226.137,10.0,PERIODIC,,7,E,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/20/20/10/100,102671.0,14.0,-92.0,-8.0,10.0,0.0,20,True,252.0,1471.0,L3,1000,92,False,False,0,0,4,4G,102671-14,40.0,252.0,1471.0,-92.0,-8.0,4G,321.0,1300.0,-99.0,-17.0,4G,236.0,3150.0,-106.0,-14.0,4G,141.0,3150.0,-107.0,-14.0,4G,204.0,,-92.0,-10.0,4G,,,-99.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.26.45,17.947422,59.287415,84,Telia,24001,240010000000021,100739,21,0,5G,5G NSA,-109,-11.0,0.0,,,634080,0,81742,764,61,61,3,G,D,M,20,1,-1,1000,100.101.226.137,2.0,,,5,15,18983,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,100739.0,21.0,-84.0,-7.0,10.0,0.0,20,True,337.0,1300.0,L3,1000,93,False,False,0,0,26,4G,100739-21,40.0,337.0,1300.0,-84.0,-7.0,4G,427.0,1300.0,-90.0,-12.0,4G,356.0,1300.0,-92.0,-17.0,4G,427.0,1471.0,-92.0,-11.0,4G,51.0,6300.0,-86.0,-16.0,4G,,,-107.0,-11.0,4G,,,-110.0,-13.0,4G,,,-113.0,-16.0,4G,,,-119.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
